Date,Open,High,Low,Close,Adj Close,Volume
2022-08-08,166.410004,171.089996,164.710007,165.889999,165.889999,11293200
2022-08-09,166.509995,166.509995,163.449997,164.850006,164.850006,6064800
2022-08-10,168.350006,171.139999,167.250000,169.020004,169.020004,7181700
2022-08-11,170.500000,171.759995,167.050003,167.880005,167.880005,4996800
2022-08-12,168.389999,170.110001,167.570007,169.990005,169.990005,4345200
2022-08-15,169.289993,172.550003,168.320007,170.470001,170.470001,4734700
2022-08-16,170.000000,173.850006,169.149994,172.080002,172.080002,5259600
2022-08-17,169.610001,169.850006,166.089996,167.199997,167.199997,6533500
2022-08-18,167.199997,169.179993,165.770004,168.690002,168.690002,4404600
2022-08-19,166.330002,166.839996,162.580002,162.919998,162.919998,5736100
2022-08-22,159.399994,160.270004,157.910004,158.979996,158.979996,5312300
2022-08-23,159.139999,161.690002,159.080002,160.070007,160.070007,3425200
2022-08-24,162.270004,164.139999,161.380005,163.600006,163.600006,4211300
2022-08-25,164.559998,169.649994,163.699997,169.380005,169.380005,4949400
2022-08-26,170.000000,171.369995,164.270004,164.529999,164.529999,4957400
2022-08-29,162.279999,166.899994,162.199997,165.419998,165.419998,4727600
2022-08-30,167.270004,169.919998,160.720001,162.210007,162.210007,6248600
2022-08-31,163.000000,163.550003,160.139999,160.250000,160.250000,4123500
2022-09-01,158.000000,158.899994,150.820007,153.660004,153.660004,7652000
2022-09-02,155.190002,156.990005,151.479996,151.820007,151.820007,5262800
2022-09-06,152.389999,154.479996,150.460007,152.389999,152.389999,5210500
2022-09-07,151.259995,156.350006,150.869995,155.949997,155.949997,5298600
2022-09-08,155.000000,158.300003,153.839996,157.789993,157.789993,4949100
2022-09-09,158.000000,159.750000,156.949997,157.520004,157.520004,5775800
2022-09-12,158.460007,160.970001,157.449997,158.720001,158.720001,5363100
2022-09-13,153.600006,155.190002,147.130005,147.309998,147.309998,8724900
2022-09-14,146.899994,149.699997,144.300003,149.259995,149.259995,8478000
2022-09-15,147.880005,153.449997,147.279999,149.779999,149.779999,9792800
2022-09-16,145.229996,145.630005,141.350006,144.289993,144.289993,10310700
2022-09-19,142.619995,146.990005,142.350006,144.880005,144.880005,5150700
2022-09-20,145.259995,147.669998,143.899994,145.940002,145.940002,6737600
2022-09-21,146.770004,149.869995,143.210007,143.289993,143.289993,6244300
2022-09-22,143.130005,143.699997,138.289993,138.710007,138.710007,6311800
2022-09-23,135.649994,136.190002,129.500000,131.259995,131.259995,8927900
2022-09-26,129.770004,132.449997,126.879997,127.339996,127.339996,7095100
2022-09-27,129.320007,130.449997,125.599998,127.510002,127.510002,6682300
2022-09-28,128.039993,133.889999,127.400002,133.440002,133.440002,10257200
2022-09-29,131.199997,131.610001,123.800003,125.330002,125.330002,8905400
2022-09-30,123.139999,125.480003,120.989998,121.080002,121.080002,8383000
2022-10-03,122.000000,127.150002,121.019997,126.050003,126.050003,7962400
2022-10-04,129.399994,133.570007,129.330002,133.509995,133.509995,7235700
2022-10-05,130.279999,133.550003,128.259995,132.110001,132.110001,6268300
2022-10-06,131.130005,133.309998,129.740005,132.199997,132.199997,4454700
2022-10-07,130.360001,130.610001,128.020004,129.789993,129.789993,5097400
2022-10-10,131.419998,135.740005,130.199997,131.899994,131.899994,6829900
2022-10-11,132.960007,135.360001,129.509995,131.570007,131.570007,8508400
2022-10-12,128.429993,131.339996,127.860001,130.419998,130.419998,6393000
2022-10-13,126.500000,134.699997,124.169998,132.399994,132.399994,7842300
2022-10-14,135.589996,136.410004,131.369995,133.149994,133.149994,6093900
2022-10-17,136.979996,137.279999,133.259995,136.089996,136.089996,9073500
2022-10-18,139.000000,139.419998,135.220001,137.339996,137.339996,6146300
2022-10-19,137.169998,141.199997,136.630005,138.389999,138.389999,6321900
2022-10-20,138.360001,141.880005,138.360001,139.130005,139.130005,4331700
2022-10-21,138.479996,141.330002,136.619995,141.320007,141.320007,5451300
2022-10-24,142.850006,142.880005,139.279999,142.050003,142.050003,5177800
2022-10-25,142.089996,146.880005,141.880005,146.649994,146.649994,6515600
2022-10-26,147.050003,150.139999,132.210007,133.789993,133.789993,29406500
2022-10-27,137.100006,143.100006,136.619995,139.759995,139.759995,13754900
2022-10-28,141.160004,144.729996,139.929993,143.839996,143.839996,7941100
2022-10-31,141.880005,144.449997,139.520004,142.509995,142.509995,6212200
2022-11-01,143.990005,145.250000,141.839996,143.380005,143.380005,5758600
2022-11-02,142.119995,153.589996,141.539993,147.410004,147.410004,20236100
2022-11-03,148.789993,158.690002,147.500000,156.750000,156.750000,16212600
2022-11-04,156.660004,160.979996,154.500000,160.009995,160.009995,9396200
2022-11-07,161.399994,166.699997,160.630005,164.910004,164.910004,10220300
2022-11-08,166.000000,170.550003,164.910004,169.619995,169.619995,11274500
2022-11-09,169.289993,171.619995,166.860001,168.740005,168.740005,8893800
2022-11-10,172.139999,179.320007,171.750000,177.580002,177.580002,12375000
2022-11-11,176.399994,178.029999,172.990005,177.490005,177.490005,8894300
2022-11-14,176.500000,178.190002,173.500000,173.550003,173.550003,5598300
2022-11-15,175.490005,176.690002,172.750000,175.350006,175.350006,7207900
2022-11-16,174.110001,174.789993,171.850006,172.690002,172.690002,4438600
2022-11-17,169.300003,173.149994,168.520004,172.779999,172.779999,4878600
2022-11-18,173.979996,175.190002,171.529999,173.889999,173.889999,4693200
2022-11-21,172.529999,174.720001,171.119995,172.940002,172.940002,3501800
2022-11-22,173.649994,174.990005,171.000000,172.500000,172.500000,4370600
2022-11-23,172.089996,175.000000,171.770004,174.850006,174.850006,3523500
2022-11-25,174.350006,178.460007,174.029999,178.360001,178.360001,3476900
2022-11-28,176.169998,177.139999,171.699997,171.830002,171.830002,5355500
2022-11-29,172.880005,175.949997,172.559998,175.320007,175.320007,5077800
2022-11-30,178.000000,179.979996,174.199997,178.880005,178.880005,6778700
2022-12-01,178.880005,179.699997,174.690002,175.779999,175.779999,4517500
2022-12-02,173.119995,183.449997,172.850006,182.869995,182.869995,10563800
2022-12-05,182.000000,188.449997,180.800003,185.100006,185.100006,10456300
2022-12-06,184.009995,184.789993,177.009995,178.429993,178.429993,8236900
2022-12-07,176.279999,178.429993,174.619995,176.500000,176.500000,5871200
2022-12-08,179.320007,184.880005,178.610001,179.080002,179.080002,6707700
2022-12-09,180.750000,183.889999,179.250000,179.539993,179.539993,6359000
2022-12-12,180.800003,186.690002,180.500000,186.270004,186.270004,8098400
2022-12-13,191.110001,191.110001,184.850006,187.130005,187.130005,10975300
2022-12-14,187.330002,189.669998,185.410004,188.250000,188.250000,5814900
2022-12-15,186.250000,187.979996,181.279999,183.720001,183.720001,5343200
2022-12-16,182.789993,186.610001,181.300003,184.699997,184.699997,7906800
2022-12-19,184.919998,188.039993,184.710007,185.679993,185.679993,6605400
2022-12-20,186.179993,189.910004,185.740005,188.289993,188.289993,6156800
2022-12-21,190.039993,196.399994,189.720001,196.000000,196.000000,9175400
2022-12-22,193.820007,194.169998,185.669998,188.250000,188.250000,6924800
2022-12-23,188.250000,189.429993,184.720001,189.059998,189.059998,3983600
2022-12-27,189.580002,192.440002,187.619995,189.399994,189.399994,5014800
2022-12-28,189.320007,191.320007,187.429993,188.380005,188.380005,4426300
2022-12-29,189.000000,190.250000,186.190002,188.910004,188.910004,4518900
2022-12-30,187.500000,190.649994,187.039993,190.490005,190.490005,4007400
2023-01-03,192.949997,197.179993,192.399994,195.389999,195.389999,8624600
2023-01-04,195.179993,203.759995,195.179993,203.639999,203.639999,9746900
2023-01-05,201.720001,204.990005,200.779999,204.990005,204.990005,6913300
2023-01-06,205.300003,213.039993,203.550003,213.000000,213.000000,11256400
2023-01-09,212.360001,213.880005,207.910004,208.570007,208.570007,9005600
2023-01-10,203.899994,209.600006,203.460007,206.690002,206.690002,8183200
2023-01-11,209.869995,210.470001,206.690002,208.029999,208.029999,7190700
2023-01-12,209.580002,214.919998,207.369995,214.320007,214.320007,8208100
2023-01-13,212.000000,216.639999,211.580002,214.130005,214.130005,6213200
2023-01-17,212.710007,213.339996,209.070007,211.410004,211.410004,6150700
2023-01-18,212.899994,213.419998,209.199997,209.410004,209.410004,5403100
2023-01-19,206.770004,209.669998,204.820007,207.089996,207.089996,5813500
2023-01-20,207.470001,207.990005,204.779999,206.759995,206.759995,5475400
2023-01-23,208.360001,211.089996,206.990005,209.970001,209.970001,5481900
2023-01-24,205.000000,212.149994,205.000000,211.979996,211.979996,4753700
2023-01-25,205.800003,214.750000,203.110001,212.679993,212.679993,16106500
2023-01-26,213.479996,213.789993,207.199997,212.729996,212.729996,7288100
2023-01-27,211.320007,212.880005,209.419998,211.169998,211.169998,5237900
2023-01-30,209.190002,211.360001,207.710007,209.669998,209.669998,6066800
2023-01-31,210.149994,213.110001,208.240005,213.000000,213.000000,5163000
2023-02-01,212.110001,218.970001,211.899994,214.750000,214.750000,8462100
2023-02-02,215.149994,215.289993,208.300003,209.339996,209.339996,6513400
2023-02-03,207.710007,210.750000,205.619995,206.009995,206.009995,5400300
2023-02-06,205.190002,208.210007,203.690002,206.809998,206.809998,3903000
2023-02-07,208.039993,215.149994,206.919998,214.759995,214.759995,7311200
2023-02-08,213.070007,215.770004,211.779999,213.500000,213.500000,4229800
2023-02-09,214.460007,215.449997,210.059998,211.990005,211.990005,5018900
2023-02-10,212.009995,214.500000,210.500000,212.889999,212.889999,4862900
2023-02-13,213.600006,216.360001,211.500000,215.649994,215.649994,5193300
2023-02-14,214.020004,221.330002,213.149994,218.449997,218.449997,10033100
2023-02-15,217.160004,218.250000,214.600006,217.440002,217.440002,4846800
2023-02-16,215.000000,216.520004,212.169998,212.210007,212.210007,4388000
2023-02-17,211.210007,211.759995,207.619995,211.660004,211.660004,4985700
2023-02-21,208.990005,210.839996,205.050003,205.520004,205.520004,4663800
2023-02-22,205.309998,207.669998,204.649994,205.759995,205.759995,2920000
2023-02-23,207.449997,209.690002,205.759995,208.130005,208.130005,4139400
2023-02-24,200.000000,201.699997,197.360001,198.149994,198.149994,9658700
2023-02-27,199.869995,203.130005,199.059998,200.460007,200.460007,4318900
2023-02-28,201.000000,202.380005,199.320007,201.550003,201.550003,3589900
2023-03-01,201.470001,205.440002,200.850006,204.550003,204.550003,4402300
2023-03-02,203.779999,210.330002,203.149994,210.059998,210.059998,5451500
2023-03-03,210.250000,216.119995,209.399994,215.110001,215.110001,7496800
2023-03-06,214.119995,214.750000,209.600006,211.919998,211.919998,7004400
2023-03-07,211.309998,213.179993,207.779999,207.919998,207.919998,4619700
2023-03-08,208.250000,208.880005,205.940002,207.199997,207.199997,2406900
2023-03-09,208.320007,209.020004,200.300003,201.240005,201.240005,4284000
2023-03-10,201.429993,205.000000,197.789993,203.070007,203.070007,8547100
2023-03-13,200.199997,207.080002,197.110001,203.369995,203.369995,6671200
2023-03-14,207.529999,213.559998,205.000000,207.279999,207.279999,8245700
2023-03-15,201.919998,202.210007,192.410004,198.210007,198.210007,10894200
2023-03-16,196.210007,203.910004,194.429993,203.190002,203.190002,6747300
2023-03-17,201.350006,202.830002,199.000000,201.050003,201.050003,9858900
2023-03-20,201.119995,205.869995,200.869995,204.770004,204.770004,4764000
2023-03-21,207.300003,207.860001,203.889999,204.699997,204.699997,4673300
2023-03-22,203.679993,203.830002,196.009995,196.160004,196.160004,7311600
2023-03-23,197.899994,201.500000,195.139999,197.899994,197.899994,6266900
2023-03-24,195.500000,197.570007,193.919998,197.529999,197.529999,4511600
2023-03-27,198.630005,201.550003,198.630005,200.570007,200.570007,3891700
2023-03-28,200.820007,206.300003,200.490005,204.960007,204.960007,5460600
2023-03-29,206.500000,208.649994,205.880005,207.970001,207.970001,3572200
2023-03-30,208.970001,212.869995,206.520004,211.039993,211.039993,6583400
2023-03-31,211.750000,214.800003,211.389999,212.429993,212.429993,5143200
2023-04-03,212.800003,218.570007,212.529999,215.389999,215.389999,6085900
2023-04-04,212.000000,213.990005,209.119995,213.899994,213.899994,6192300
2023-04-05,212.229996,214.229996,208.669998,210.000000,210.000000,4138400
2023-04-06,210.000000,212.369995,208.220001,211.369995,211.369995,5618100
2023-04-10,211.000000,214.100006,209.729996,210.779999,210.779999,3729300
2023-04-11,213.289993,214.500000,211.860001,212.320007,212.320007,5277500
2023-04-12,213.660004,214.300003,210.130005,212.339996,212.339996,4600300
2023-04-13,213.000000,213.679993,211.500000,213.589996,213.589996,4501600
2023-04-14,202.589996,204.279999,198.149994,201.710007,201.710007,19049400
2023-04-17,202.000000,206.100006,200.800003,205.029999,205.029999,6306800
2023-04-18,205.500000,208.940002,203.720001,208.369995,208.369995,7445800
2023-04-19,207.119995,210.869995,206.940002,208.710007,208.710007,4757400
2023-04-20,207.419998,209.880005,206.080002,207.229996,207.229996,3322900
2023-04-21,208.000000,208.380005,204.179993,205.149994,205.149994,3429200
2023-04-24,204.869995,206.500000,203.250000,205.770004,205.770004,3058900
2023-04-25,204.539993,204.940002,201.119995,202.190002,202.190002,4699500
2023-04-26,208.250000,211.699997,202.679993,203.029999,203.029999,9137200
2023-04-27,204.649994,209.089996,203.529999,206.039993,206.039993,5105200
2023-04-28,204.509995,206.949997,202.899994,206.779999,206.779999,3709300
2023-05-01,206.250000,208.520004,203.619995,203.869995,203.869995,3776800
2023-05-02,203.000000,204.190002,200.089996,203.250000,203.250000,3970800
2023-05-03,204.360001,206.100006,200.550003,200.929993,200.929993,4537900
2023-05-04,200.649994,201.250000,193.270004,197.050003,197.050003,6927000
